13:35:13.542 [background-preinit] INFO  o.h.validator.internal.util.Version - HV000001: Hibernate Validator 8.0.1.Final
17:39:25.158 [main] WARN  o.s.b.a.o.j.JpaBaseConfiguration$JpaWebConfiguration - spring.jpa.open-in-view is enabled by default. Therefore, database queries may be performed during view rendering. Explicitly configure spring.jpa.open-in-view to disable this warning
17:39:25.538 [main] INFO  o.s.s.web.DefaultSecurityFilterChain - Will secure any request with [org.springframework.security.web.session.DisableEncodeUrlFilter@5b6a9ef6, org.springframework.security.web.context.request.async.WebAsyncManagerIntegrationFilter@16bed816, org.springframework.security.web.context.SecurityContextHolderFilter@3f514364, org.springframework.security.web.header.HeaderWriterFilter@53fa630, org.springframework.web.filter.CorsFilter@4cae7d5, org.springframework.security.web.authentication.logout.LogoutFilter@51a42767, pe.edu.upc.TFFinanzas.config.JwtAuthenticationFilter@6eb332d1, org.springframework.security.web.savedrequest.RequestCacheAwareFilter@5a07088b, org.springframework.security.web.servletapi.SecurityContextHolderAwareRequestFilter@32f35739, org.springframework.security.web.authentication.AnonymousAuthenticationFilter@4c821dc7, org.springframework.security.web.session.SessionManagementFilter@79c9f619, org.springframework.security.web.access.ExceptionTranslationFilter@7bdbf06f, org.springframework.security.web.access.intercept.AuthorizationFilter@357f0cc9]
17:39:25.784 [main] INFO  o.a.coyote.http11.Http11NioProtocol - Starting ProtocolHandler ["http-nio-8080"]
17:39:25.806 [main] INFO  o.s.b.w.e.tomcat.TomcatWebServer - Tomcat started on port 8080 (http) with context path ''
17:39:45.004 [http-nio-8080-exec-3] INFO  o.a.c.c.C.[Tomcat].[localhost].[/] - Initializing Spring DispatcherServlet 'dispatcherServlet'
17:39:45.004 [http-nio-8080-exec-3] INFO  o.s.web.servlet.DispatcherServlet - Initializing Servlet 'dispatcherServlet'
17:39:45.005 [http-nio-8080-exec-3] INFO  o.s.web.servlet.DispatcherServlet - Completed initialization in 1 ms
18:11:52.811 [background-preinit] INFO  o.h.validator.internal.util.Version - HV000001: Hibernate Validator 8.0.1.Final
18:11:55.378 [main] INFO  o.s.d.r.c.RepositoryConfigurationDelegate - Bootstrapping Spring Data JPA repositories in DEFAULT mode.
18:11:55.497 [main] INFO  o.s.d.r.c.RepositoryConfigurationDelegate - Finished Spring Data repository scanning in 102 ms. Found 7 JPA repository interfaces.
18:11:57.597 [main] INFO  o.s.b.w.e.tomcat.TomcatWebServer - Tomcat initialized with port 8080 (http)
18:11:57.609 [main] INFO  o.a.coyote.http11.Http11NioProtocol - Initializing ProtocolHandler ["http-nio-8080"]
18:11:57.614 [main] INFO  o.a.catalina.core.StandardService - Starting service [Tomcat]
18:11:57.614 [main] INFO  o.a.catalina.core.StandardEngine - Starting Servlet engine: [Apache Tomcat/10.1.20]
18:11:57.720 [main] INFO  o.a.c.c.C.[Tomcat].[localhost].[/] - Initializing Spring embedded WebApplicationContext
18:11:57.722 [main] INFO  o.s.b.w.s.c.ServletWebServerApplicationContext - Root WebApplicationContext: initialization completed in 4759 ms
18:11:57.923 [main] INFO  o.h.jpa.internal.util.LogHelper - HHH000204: Processing PersistenceUnitInfo [name: default]
18:11:58.044 [main] INFO  org.hibernate.Version - HHH000412: Hibernate ORM core version 6.4.4.Final
18:11:58.101 [main] INFO  o.h.c.i.RegionFactoryInitiator - HHH000026: Second-level cache disabled
18:11:58.478 [main] INFO  o.s.o.j.p.SpringPersistenceUnitInfo - No LoadTimeWeaver setup: ignoring JPA class transformer
18:11:58.526 [main] INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-1 - Starting...
18:11:58.898 [main] INFO  com.zaxxer.hikari.pool.HikariPool - HikariPool-1 - Added connection org.postgresql.jdbc.PgConnection@752973de
18:11:58.900 [main] INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-1 - Start completed.
18:11:59.154 [main] WARN  org.hibernate.orm.deprecation - HHH90000025: PostgreSQLDialect does not need to be specified explicitly using 'hibernate.dialect' (remove the property setting and it will be selected by default)
18:12:00.525 [main] INFO  o.h.e.t.j.p.i.JtaPlatformInitiator - HHH000489: No JTA platform available (set 'hibernate.transaction.jta.platform' to enable JTA platform integration)
18:12:03.029 [main] INFO  o.s.o.j.LocalContainerEntityManagerFactoryBean - Initialized JPA EntityManagerFactory for persistence unit 'default'
18:12:03.676 [main] INFO  o.s.d.j.r.query.QueryEnhancerFactory - Hibernate is in classpath; If applicable, HQL parser will be used.
18:12:04.197 [main] WARN  o.s.b.a.o.j.JpaBaseConfiguration$JpaWebConfiguration - spring.jpa.open-in-view is enabled by default. Therefore, database queries may be performed during view rendering. Explicitly configure spring.jpa.open-in-view to disable this warning
18:12:04.632 [main] INFO  o.s.s.web.DefaultSecurityFilterChain - Will secure any request with [org.springframework.security.web.session.DisableEncodeUrlFilter@6236beac, org.springframework.security.web.context.request.async.WebAsyncManagerIntegrationFilter@1508bc71, org.springframework.security.web.context.SecurityContextHolderFilter@254dfd34, org.springframework.security.web.header.HeaderWriterFilter@3b30409, org.springframework.web.filter.CorsFilter@1320d929, org.springframework.security.web.authentication.logout.LogoutFilter@5713e261, pe.edu.upc.TFFinanzas.config.JwtAuthenticationFilter@4c9bed65, org.springframework.security.web.savedrequest.RequestCacheAwareFilter@1c74eeb7, org.springframework.security.web.servletapi.SecurityContextHolderAwareRequestFilter@beac39c, org.springframework.security.web.authentication.AnonymousAuthenticationFilter@3b5d0c4d, org.springframework.security.web.session.SessionManagementFilter@509e4bc4, org.springframework.security.web.access.ExceptionTranslationFilter@1aae50f9, org.springframework.security.web.access.intercept.AuthorizationFilter@6a73b74c]
18:12:04.968 [main] INFO  o.a.coyote.http11.Http11NioProtocol - Starting ProtocolHandler ["http-nio-8080"]
18:12:05.017 [main] INFO  o.s.b.w.e.tomcat.TomcatWebServer - Tomcat started on port 8080 (http) with context path ''
18:12:32.289 [http-nio-8080-exec-2] INFO  o.a.c.c.C.[Tomcat].[localhost].[/] - Initializing Spring DispatcherServlet 'dispatcherServlet'
18:12:32.289 [http-nio-8080-exec-2] INFO  o.s.web.servlet.DispatcherServlet - Initializing Servlet 'dispatcherServlet'
18:12:32.290 [http-nio-8080-exec-2] INFO  o.s.web.servlet.DispatcherServlet - Completed initialization in 1 ms
18:46:12.053 [background-preinit] INFO  o.h.validator.internal.util.Version - HV000001: Hibernate Validator 8.0.1.Final
18:46:13.238 [main] INFO  o.s.d.r.c.RepositoryConfigurationDelegate - Bootstrapping Spring Data JPA repositories in DEFAULT mode.
18:46:13.397 [main] INFO  o.s.d.r.c.RepositoryConfigurationDelegate - Finished Spring Data repository scanning in 143 ms. Found 7 JPA repository interfaces.
18:46:14.567 [main] INFO  o.s.b.w.e.tomcat.TomcatWebServer - Tomcat initialized with port 8080 (http)
18:46:14.589 [main] INFO  o.a.coyote.http11.Http11NioProtocol - Initializing ProtocolHandler ["http-nio-8080"]
18:46:14.594 [main] INFO  o.a.catalina.core.StandardService - Starting service [Tomcat]
18:46:14.595 [main] INFO  o.a.catalina.core.StandardEngine - Starting Servlet engine: [Apache Tomcat/10.1.20]
18:46:14.701 [main] INFO  o.a.c.c.C.[Tomcat].[localhost].[/] - Initializing Spring embedded WebApplicationContext
18:46:14.703 [main] INFO  o.s.b.w.s.c.ServletWebServerApplicationContext - Root WebApplicationContext: initialization completed in 2472 ms
18:46:14.918 [main] INFO  o.h.jpa.internal.util.LogHelper - HHH000204: Processing PersistenceUnitInfo [name: default]
18:46:15.029 [main] INFO  org.hibernate.Version - HHH000412: Hibernate ORM core version 6.4.4.Final
18:46:15.090 [main] INFO  o.h.c.i.RegionFactoryInitiator - HHH000026: Second-level cache disabled
18:46:15.512 [main] INFO  o.s.o.j.p.SpringPersistenceUnitInfo - No LoadTimeWeaver setup: ignoring JPA class transformer
18:46:15.560 [main] INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-1 - Starting...
18:46:15.922 [main] INFO  com.zaxxer.hikari.pool.HikariPool - HikariPool-1 - Added connection org.postgresql.jdbc.PgConnection@752973de
18:46:15.924 [main] INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-1 - Start completed.
18:46:16.054 [main] WARN  org.hibernate.orm.deprecation - HHH90000025: PostgreSQLDialect does not need to be specified explicitly using 'hibernate.dialect' (remove the property setting and it will be selected by default)
18:46:17.398 [main] INFO  o.h.e.t.j.p.i.JtaPlatformInitiator - HHH000489: No JTA platform available (set 'hibernate.transaction.jta.platform' to enable JTA platform integration)
18:46:17.676 [main] INFO  o.s.o.j.LocalContainerEntityManagerFactoryBean - Initialized JPA EntityManagerFactory for persistence unit 'default'
18:46:18.342 [main] INFO  o.s.d.j.r.query.QueryEnhancerFactory - Hibernate is in classpath; If applicable, HQL parser will be used.
18:46:18.827 [main] WARN  o.s.b.a.o.j.JpaBaseConfiguration$JpaWebConfiguration - spring.jpa.open-in-view is enabled by default. Therefore, database queries may be performed during view rendering. Explicitly configure spring.jpa.open-in-view to disable this warning
18:46:19.260 [main] INFO  o.s.s.web.DefaultSecurityFilterChain - Will secure any request with [org.springframework.security.web.session.DisableEncodeUrlFilter@6236beac, org.springframework.security.web.context.request.async.WebAsyncManagerIntegrationFilter@1508bc71, org.springframework.security.web.context.SecurityContextHolderFilter@254dfd34, org.springframework.security.web.header.HeaderWriterFilter@3b30409, org.springframework.web.filter.CorsFilter@1320d929, org.springframework.security.web.authentication.logout.LogoutFilter@5713e261, pe.edu.upc.TFFinanzas.config.JwtAuthenticationFilter@4c9bed65, org.springframework.security.web.savedrequest.RequestCacheAwareFilter@1c74eeb7, org.springframework.security.web.servletapi.SecurityContextHolderAwareRequestFilter@beac39c, org.springframework.security.web.authentication.AnonymousAuthenticationFilter@3b5d0c4d, org.springframework.security.web.session.SessionManagementFilter@509e4bc4, org.springframework.security.web.access.ExceptionTranslationFilter@1aae50f9, org.springframework.security.web.access.intercept.AuthorizationFilter@6a73b74c]
18:46:19.517 [main] INFO  o.a.coyote.http11.Http11NioProtocol - Starting ProtocolHandler ["http-nio-8080"]
18:46:19.563 [main] INFO  o.s.b.w.e.tomcat.TomcatWebServer - Tomcat started on port 8080 (http) with context path ''
18:49:29.857 [background-preinit] INFO  o.h.validator.internal.util.Version - HV000001: Hibernate Validator 8.0.1.Final
18:49:30.904 [main] INFO  o.s.d.r.c.RepositoryConfigurationDelegate - Bootstrapping Spring Data JPA repositories in DEFAULT mode.
18:49:31.009 [main] INFO  o.s.d.r.c.RepositoryConfigurationDelegate - Finished Spring Data repository scanning in 95 ms. Found 7 JPA repository interfaces.
18:49:31.776 [main] INFO  o.s.b.w.e.tomcat.TomcatWebServer - Tomcat initialized with port 8080 (http)
18:49:31.787 [main] INFO  o.a.coyote.http11.Http11NioProtocol - Initializing ProtocolHandler ["http-nio-8080"]
18:49:31.791 [main] INFO  o.a.catalina.core.StandardService - Starting service [Tomcat]
18:49:31.791 [main] INFO  o.a.catalina.core.StandardEngine - Starting Servlet engine: [Apache Tomcat/10.1.20]
18:49:31.867 [main] INFO  o.a.c.c.C.[Tomcat].[localhost].[/] - Initializing Spring embedded WebApplicationContext
18:49:31.869 [main] INFO  o.s.b.w.s.c.ServletWebServerApplicationContext - Root WebApplicationContext: initialization completed in 1899 ms
18:49:32.033 [main] INFO  o.h.jpa.internal.util.LogHelper - HHH000204: Processing PersistenceUnitInfo [name: default]
18:49:32.104 [main] INFO  org.hibernate.Version - HHH000412: Hibernate ORM core version 6.4.4.Final
18:49:32.142 [main] INFO  o.h.c.i.RegionFactoryInitiator - HHH000026: Second-level cache disabled
18:49:32.441 [main] INFO  o.s.o.j.p.SpringPersistenceUnitInfo - No LoadTimeWeaver setup: ignoring JPA class transformer
18:49:32.475 [main] INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-1 - Starting...
18:49:32.733 [main] INFO  com.zaxxer.hikari.pool.HikariPool - HikariPool-1 - Added connection org.postgresql.jdbc.PgConnection@3b021664
18:49:32.735 [main] INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-1 - Start completed.
18:49:32.775 [main] WARN  org.hibernate.orm.deprecation - HHH90000025: PostgreSQLDialect does not need to be specified explicitly using 'hibernate.dialect' (remove the property setting and it will be selected by default)
18:49:34.074 [main] INFO  o.h.e.t.j.p.i.JtaPlatformInitiator - HHH000489: No JTA platform available (set 'hibernate.transaction.jta.platform' to enable JTA platform integration)
18:49:34.227 [main] INFO  o.s.o.j.LocalContainerEntityManagerFactoryBean - Initialized JPA EntityManagerFactory for persistence unit 'default'
18:49:34.862 [main] INFO  o.s.d.j.r.query.QueryEnhancerFactory - Hibernate is in classpath; If applicable, HQL parser will be used.
18:49:35.302 [main] WARN  o.s.b.a.o.j.JpaBaseConfiguration$JpaWebConfiguration - spring.jpa.open-in-view is enabled by default. Therefore, database queries may be performed during view rendering. Explicitly configure spring.jpa.open-in-view to disable this warning
18:49:35.692 [main] INFO  o.s.s.web.DefaultSecurityFilterChain - Will secure any request with [org.springframework.security.web.session.DisableEncodeUrlFilter@16bed816, org.springframework.security.web.context.request.async.WebAsyncManagerIntegrationFilter@4cae7d5, org.springframework.security.web.context.SecurityContextHolderFilter@99e03a9, org.springframework.security.web.header.HeaderWriterFilter@49afaf65, org.springframework.web.filter.CorsFilter@4c821dc7, org.springframework.security.web.authentication.logout.LogoutFilter@40e420fe, pe.edu.upc.TFFinanzas.config.JwtAuthenticationFilter@34d0c331, org.springframework.security.web.savedrequest.RequestCacheAwareFilter@32f35739, org.springframework.security.web.servletapi.SecurityContextHolderAwareRequestFilter@70c6860, org.springframework.security.web.authentication.AnonymousAuthenticationFilter@4390b78f, org.springframework.security.web.session.SessionManagementFilter@11885841, org.springframework.security.web.access.ExceptionTranslationFilter@1c1bc904, org.springframework.security.web.access.intercept.AuthorizationFilter@57f8a3cf]
18:49:36.491 [main] INFO  o.a.coyote.http11.Http11NioProtocol - Starting ProtocolHandler ["http-nio-8080"]
18:49:36.517 [main] INFO  o.s.b.w.e.tomcat.TomcatWebServer - Tomcat started on port 8080 (http) with context path ''
18:51:16.610 [http-nio-8080-exec-1] INFO  o.a.c.c.C.[Tomcat].[localhost].[/] - Initializing Spring DispatcherServlet 'dispatcherServlet'
18:51:16.610 [http-nio-8080-exec-1] INFO  o.s.web.servlet.DispatcherServlet - Initializing Servlet 'dispatcherServlet'
18:51:16.610 [http-nio-8080-exec-1] INFO  o.s.web.servlet.DispatcherServlet - Completed initialization in 0 ms
19:29:39.555 [background-preinit] INFO  o.h.validator.internal.util.Version - HV000001: Hibernate Validator 8.0.1.Final
19:29:40.666 [main] INFO  o.s.d.r.c.RepositoryConfigurationDelegate - Bootstrapping Spring Data JPA repositories in DEFAULT mode.
19:29:40.873 [main] INFO  o.s.d.r.c.RepositoryConfigurationDelegate - Finished Spring Data repository scanning in 189 ms. Found 7 JPA repository interfaces.
19:29:41.697 [main] INFO  o.s.b.w.e.tomcat.TomcatWebServer - Tomcat initialized with port 8080 (http)
19:29:41.714 [main] INFO  o.a.coyote.http11.Http11NioProtocol - Initializing ProtocolHandler ["http-nio-8080"]
19:29:41.714 [main] INFO  o.a.catalina.core.StandardService - Starting service [Tomcat]
19:29:41.714 [main] INFO  o.a.catalina.core.StandardEngine - Starting Servlet engine: [Apache Tomcat/10.1.20]
19:29:41.795 [main] INFO  o.a.c.c.C.[Tomcat].[localhost].[/] - Initializing Spring embedded WebApplicationContext
19:29:41.795 [main] INFO  o.s.b.w.s.c.ServletWebServerApplicationContext - Root WebApplicationContext: initialization completed in 2118 ms
19:29:41.960 [main] INFO  o.h.jpa.internal.util.LogHelper - HHH000204: Processing PersistenceUnitInfo [name: default]
19:29:42.011 [main] INFO  org.hibernate.Version - HHH000412: Hibernate ORM core version 6.4.4.Final
19:29:42.058 [main] INFO  o.h.c.i.RegionFactoryInitiator - HHH000026: Second-level cache disabled
19:29:42.324 [main] INFO  o.s.o.j.p.SpringPersistenceUnitInfo - No LoadTimeWeaver setup: ignoring JPA class transformer
19:29:42.356 [main] INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-1 - Starting...
19:29:42.622 [main] INFO  com.zaxxer.hikari.pool.HikariPool - HikariPool-1 - Added connection org.postgresql.jdbc.PgConnection@27dbaa33
19:29:42.622 [main] INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-1 - Start completed.
19:29:42.717 [main] WARN  org.hibernate.orm.deprecation - HHH90000025: PostgreSQLDialect does not need to be specified explicitly using 'hibernate.dialect' (remove the property setting and it will be selected by default)
19:29:44.058 [main] INFO  o.h.e.t.j.p.i.JtaPlatformInitiator - HHH000489: No JTA platform available (set 'hibernate.transaction.jta.platform' to enable JTA platform integration)
19:29:44.340 [main] INFO  o.s.o.j.LocalContainerEntityManagerFactoryBean - Initialized JPA EntityManagerFactory for persistence unit 'default'
19:29:44.966 [main] INFO  o.s.d.j.r.query.QueryEnhancerFactory - Hibernate is in classpath; If applicable, HQL parser will be used.
19:29:45.432 [main] WARN  o.s.b.a.o.j.JpaBaseConfiguration$JpaWebConfiguration - spring.jpa.open-in-view is enabled by default. Therefore, database queries may be performed during view rendering. Explicitly configure spring.jpa.open-in-view to disable this warning
19:29:45.774 [main] INFO  o.s.s.web.DefaultSecurityFilterChain - Will secure any request with [org.springframework.security.web.session.DisableEncodeUrlFilter@5713e261, org.springframework.security.web.context.request.async.WebAsyncManagerIntegrationFilter@5b6a9ef6, org.springframework.security.web.context.SecurityContextHolderFilter@24d998ba, org.springframework.security.web.header.HeaderWriterFilter@1c1bc904, org.springframework.web.filter.CorsFilter@16bed816, org.springframework.security.web.authentication.logout.LogoutFilter@3c51dec5, pe.edu.upc.TFFinanzas.config.JwtAuthenticationFilter@1adec8d, org.springframework.security.web.savedrequest.RequestCacheAwareFilter@99e03a9, org.springframework.security.web.servletapi.SecurityContextHolderAwareRequestFilter@5a07088b, org.springframework.security.web.authentication.AnonymousAuthenticationFilter@4cae7d5, org.springframework.security.web.session.SessionManagementFilter@3b30409, org.springframework.security.web.access.ExceptionTranslationFilter@43b1fdb7, org.springframework.security.web.access.intercept.AuthorizationFilter@7d6e2366]
19:29:46.010 [main] INFO  o.a.coyote.http11.Http11NioProtocol - Starting ProtocolHandler ["http-nio-8080"]
19:29:46.041 [main] INFO  o.s.b.w.e.tomcat.TomcatWebServer - Tomcat started on port 8080 (http) with context path ''
19:35:34.453 [background-preinit] INFO  o.h.validator.internal.util.Version - HV000001: Hibernate Validator 8.0.1.Final
19:35:35.523 [main] INFO  o.s.d.r.c.RepositoryConfigurationDelegate - Bootstrapping Spring Data JPA repositories in DEFAULT mode.
19:35:35.637 [main] INFO  o.s.d.r.c.RepositoryConfigurationDelegate - Finished Spring Data repository scanning in 94 ms. Found 7 JPA repository interfaces.
19:35:36.415 [main] INFO  o.s.b.w.e.tomcat.TomcatWebServer - Tomcat initialized with port 8080 (http)
19:35:36.415 [main] INFO  o.a.coyote.http11.Http11NioProtocol - Initializing ProtocolHandler ["http-nio-8080"]
19:35:36.415 [main] INFO  o.a.catalina.core.StandardService - Starting service [Tomcat]
19:35:36.415 [main] INFO  o.a.catalina.core.StandardEngine - Starting Servlet engine: [Apache Tomcat/10.1.20]
19:35:36.510 [main] INFO  o.a.c.c.C.[Tomcat].[localhost].[/] - Initializing Spring embedded WebApplicationContext
19:35:36.510 [main] INFO  o.s.b.w.s.c.ServletWebServerApplicationContext - Root WebApplicationContext: initialization completed in 1910 ms
19:35:36.672 [main] INFO  o.h.jpa.internal.util.LogHelper - HHH000204: Processing PersistenceUnitInfo [name: default]
19:35:36.731 [main] INFO  org.hibernate.Version - HHH000412: Hibernate ORM core version 6.4.4.Final
19:35:36.772 [main] INFO  o.h.c.i.RegionFactoryInitiator - HHH000026: Second-level cache disabled
19:35:37.047 [main] INFO  o.s.o.j.p.SpringPersistenceUnitInfo - No LoadTimeWeaver setup: ignoring JPA class transformer
19:35:37.072 [main] INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-1 - Starting...
19:35:37.373 [main] INFO  com.zaxxer.hikari.pool.HikariPool - HikariPool-1 - Added connection org.postgresql.jdbc.PgConnection@2a7ebe07
19:35:37.373 [main] INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-1 - Start completed.
19:35:37.449 [main] WARN  org.hibernate.orm.deprecation - HHH90000025: PostgreSQLDialect does not need to be specified explicitly using 'hibernate.dialect' (remove the property setting and it will be selected by default)
19:35:38.760 [main] INFO  o.h.e.t.j.p.i.JtaPlatformInitiator - HHH000489: No JTA platform available (set 'hibernate.transaction.jta.platform' to enable JTA platform integration)
19:35:39.065 [main] INFO  o.s.o.j.LocalContainerEntityManagerFactoryBean - Initialized JPA EntityManagerFactory for persistence unit 'default'
19:35:39.633 [main] INFO  o.s.d.j.r.query.QueryEnhancerFactory - Hibernate is in classpath; If applicable, HQL parser will be used.
19:35:40.132 [main] WARN  o.s.b.a.o.j.JpaBaseConfiguration$JpaWebConfiguration - spring.jpa.open-in-view is enabled by default. Therefore, database queries may be performed during view rendering. Explicitly configure spring.jpa.open-in-view to disable this warning
19:35:40.447 [main] INFO  o.s.s.web.DefaultSecurityFilterChain - Will secure any request with [org.springframework.security.web.session.DisableEncodeUrlFilter@3b538e2a, org.springframework.security.web.context.request.async.WebAsyncManagerIntegrationFilter@7262532a, org.springframework.security.web.context.SecurityContextHolderFilter@63f1d374, org.springframework.security.web.header.HeaderWriterFilter@7e864a8c, org.springframework.web.filter.CorsFilter@44bbf5e3, org.springframework.security.web.authentication.logout.LogoutFilter@3a35a792, pe.edu.upc.TFFinanzas.config.JwtAuthenticationFilter@237bdbcb, org.springframework.security.web.savedrequest.RequestCacheAwareFilter@3b6b9981, org.springframework.security.web.servletapi.SecurityContextHolderAwareRequestFilter@2eb6e166, org.springframework.security.web.authentication.AnonymousAuthenticationFilter@613bebb9, org.springframework.security.web.session.SessionManagementFilter@3831fb48, org.springframework.security.web.access.ExceptionTranslationFilter@6b0bcea5, org.springframework.security.web.access.intercept.AuthorizationFilter@3aee72d8]
19:35:40.728 [main] INFO  o.a.coyote.http11.Http11NioProtocol - Starting ProtocolHandler ["http-nio-8080"]
19:35:40.744 [main] INFO  o.s.b.w.e.tomcat.TomcatWebServer - Tomcat started on port 8080 (http) with context path ''
19:37:07.599 [http-nio-8080-exec-1] INFO  o.a.c.c.C.[Tomcat].[localhost].[/] - Initializing Spring DispatcherServlet 'dispatcherServlet'
19:37:07.599 [http-nio-8080-exec-1] INFO  o.s.web.servlet.DispatcherServlet - Initializing Servlet 'dispatcherServlet'
19:37:07.599 [http-nio-8080-exec-1] INFO  o.s.web.servlet.DispatcherServlet - Completed initialization in 0 ms
19:39:56.057 [http-nio-8080-exec-8] WARN  o.s.w.s.m.s.DefaultHandlerExceptionResolver - Resolved [org.springframework.web.HttpRequestMethodNotSupportedException: Request method 'POST' is not supported]
19:40:36.022 [http-nio-8080-exec-9] WARN  o.s.w.s.m.s.DefaultHandlerExceptionResolver - Resolved [org.springframework.web.HttpRequestMethodNotSupportedException: Request method 'POST' is not supported]
19:41:47.188 [http-nio-8080-exec-1] WARN  o.s.w.s.m.s.DefaultHandlerExceptionResolver - Resolved [org.springframework.web.HttpRequestMethodNotSupportedException: Request method 'POST' is not supported]
19:55:03.689 [background-preinit] INFO  o.h.validator.internal.util.Version - HV000001: Hibernate Validator 8.0.1.Final
19:55:04.815 [main] INFO  o.s.d.r.c.RepositoryConfigurationDelegate - Bootstrapping Spring Data JPA repositories in DEFAULT mode.
19:55:04.961 [main] INFO  o.s.d.r.c.RepositoryConfigurationDelegate - Finished Spring Data repository scanning in 137 ms. Found 7 JPA repository interfaces.
19:55:05.878 [main] INFO  o.s.b.w.e.tomcat.TomcatWebServer - Tomcat initialized with port 8080 (http)
19:55:05.882 [main] INFO  o.a.coyote.http11.Http11NioProtocol - Initializing ProtocolHandler ["http-nio-8080"]
19:55:05.897 [main] INFO  o.a.catalina.core.StandardService - Starting service [Tomcat]
19:55:05.897 [main] INFO  o.a.catalina.core.StandardEngine - Starting Servlet engine: [Apache Tomcat/10.1.20]
19:55:05.960 [main] INFO  o.a.c.c.C.[Tomcat].[localhost].[/] - Initializing Spring embedded WebApplicationContext
19:55:05.975 [main] INFO  o.s.b.w.s.c.ServletWebServerApplicationContext - Root WebApplicationContext: initialization completed in 2166 ms
19:55:06.132 [main] INFO  o.h.jpa.internal.util.LogHelper - HHH000204: Processing PersistenceUnitInfo [name: default]
19:55:06.216 [main] INFO  org.hibernate.Version - HHH000412: Hibernate ORM core version 6.4.4.Final
19:55:06.250 [main] INFO  o.h.c.i.RegionFactoryInitiator - HHH000026: Second-level cache disabled
19:55:06.550 [main] INFO  o.s.o.j.p.SpringPersistenceUnitInfo - No LoadTimeWeaver setup: ignoring JPA class transformer
19:55:06.599 [main] INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-1 - Starting...
19:55:06.892 [main] INFO  com.zaxxer.hikari.pool.HikariPool - HikariPool-1 - Added connection org.postgresql.jdbc.PgConnection@f59da34
19:55:06.894 [main] INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-1 - Start completed.
19:55:06.934 [main] WARN  org.hibernate.orm.deprecation - HHH90000025: PostgreSQLDialect does not need to be specified explicitly using 'hibernate.dialect' (remove the property setting and it will be selected by default)
19:55:08.880 [main] INFO  o.h.e.t.j.p.i.JtaPlatformInitiator - HHH000489: No JTA platform available (set 'hibernate.transaction.jta.platform' to enable JTA platform integration)
19:55:09.103 [main] INFO  o.s.o.j.LocalContainerEntityManagerFactoryBean - Initialized JPA EntityManagerFactory for persistence unit 'default'
19:55:09.903 [main] INFO  o.s.d.j.r.query.QueryEnhancerFactory - Hibernate is in classpath; If applicable, HQL parser will be used.
19:55:10.615 [main] WARN  o.s.b.a.o.j.JpaBaseConfiguration$JpaWebConfiguration - spring.jpa.open-in-view is enabled by default. Therefore, database queries may be performed during view rendering. Explicitly configure spring.jpa.open-in-view to disable this warning
19:55:10.945 [main] INFO  o.s.s.web.DefaultSecurityFilterChain - Will secure any request with [org.springframework.security.web.session.DisableEncodeUrlFilter@6a73b74c, org.springframework.security.web.context.request.async.WebAsyncManagerIntegrationFilter@3ce74930, org.springframework.security.web.context.SecurityContextHolderFilter@509e4bc4, org.springframework.security.web.header.HeaderWriterFilter@5c14c284, org.springframework.web.filter.CorsFilter@4c58212, org.springframework.security.web.authentication.logout.LogoutFilter@7d6e2366, pe.edu.upc.TFFinanzas.config.JwtAuthenticationFilter@eb09112, org.springframework.security.web.savedrequest.RequestCacheAwareFilter@3a35a792, org.springframework.security.web.servletapi.SecurityContextHolderAwareRequestFilter@254dfd34, org.springframework.security.web.authentication.AnonymousAuthenticationFilter@6236beac, org.springframework.security.web.session.SessionManagementFilter@7ef6a063, org.springframework.security.web.access.ExceptionTranslationFilter@15c48119, org.springframework.security.web.access.intercept.AuthorizationFilter@230ea983]
19:55:11.311 [main] INFO  o.a.coyote.http11.Http11NioProtocol - Starting ProtocolHandler ["http-nio-8080"]
19:55:11.325 [main] INFO  o.s.b.w.e.tomcat.TomcatWebServer - Tomcat started on port 8080 (http) with context path ''
19:55:49.394 [http-nio-8080-exec-2] INFO  o.a.c.c.C.[Tomcat].[localhost].[/] - Initializing Spring DispatcherServlet 'dispatcherServlet'
19:55:49.394 [http-nio-8080-exec-2] INFO  o.s.web.servlet.DispatcherServlet - Initializing Servlet 'dispatcherServlet'
19:55:49.394 [http-nio-8080-exec-2] INFO  o.s.web.servlet.DispatcherServlet - Completed initialization in 0 ms
